Date,Open,High,Low,Close,Volume
2023-12-18,251.360062411522,252.794988881627,246.70891467040343,247.9459228515625,86599
2023-12-19,249.33137199378612,253.73511820498896,245.42242906699255,246.5604705810547,72503
2023-12-20,248.53968637568016,248.53968637568016,229.63820976930086,232.85443115234375,173682
2023-12-21,231.56793833717245,237.10974119215834,226.61990546672004,235.3779296875,100689
2023-12-22,241.95879713254732,243.83904350372336,236.8128461849416,239.13841247558594,76118
2023-12-26,242.45361545221593,246.06567347907782,241.46400885853342,243.44322204589844,82469
2023-12-27,245.37293607853033,246.01618938310955,237.6045338786214,242.5525665283203,59712
2023-12-28,242.55257011949845,245.27398811712555,235.08103768779182,236.71388244628906,100288
2023-12-29,236.9117944878275,248.3912361424582,236.71387620416778,246.7089080810547,392386
2024-01-01,249.3808316387898,268.4802245214447,248.29225847647842,258.13885498046875,634759
2024-01-02,260.1675720214844,266.550546743321,250.6673576149203,260.1675720214844,231384
2024-01-03,262.2457262201672,276.10021741670437,258.98003680399825,269.0740051269531,366367
2024-01-04,270.31102634529117,276.2486657167436,261.89937056906695,266.35260009765625,290682
2024-01-05,268.4307754446525,270.1625868991341,260.31598969206624,264.3733825683594,133819
2024-01-08,265.31350072356895,272.14177932845905,264.52179742710507,270.11309814453125,191943
2024-01-09,271.15217285817374,279.1679913075633,266.35257543721144,270.11309814453125,210329
2024-01-10,271.1522086408696,273.1314218426278,262.24574923295785,268.6781921386719,112745
2024-01-11,270.8553252371014,271.39959676029116,255.1205569072733,259.27691650390625,151322
2024-01-12,260.2665380198639,265.0166376602197,257.89148819968597,258.38629150390625,113767
2024-01-15,261.05818967984,262.691064609314,251.6074594294141,253.735107421875,149280
2024-01-16,252.3496671122554,256.1101598753389,244.0864464824222,247.84695434570312,142946
2024-01-17,246.4615194787677,246.90683941558993,242.1567248556913,243.9875030517578,77448
2024-01-18,244.43282865526245,248.14385338180995,234.14092612038334,241.71141052246094,159485
2024-01-19,242.453602728801,246.3130622015478,237.50557002004996,241.85983276367188,161298
2024-01-23,242.25570358403695,243.49271185897567,234.53676892837964,235.1305389404297,114384
2024-01-24,235.52635935703555,243.78958010564926,233.44817955792382,235.08103942871094,155803
2024-01-25,236.91179635722727,241.3650257255977,231.12260723846407,236.4664764404297,170370
2024-01-29,237.5550543435087,239.93010401339146,221.4244646266454,230.6772918701172,186081
2024-01-30,232.50805974349782,245.52139515109693,232.50805974349782,233.54714965820312,134182
2024-01-31,233.5471465414634,235.47687630005038,229.9350886625749,232.508056640625,86956
2024-02-01,232.55753619007734,239.78166693006392,231.5679296530983,233.15130615234375,111876
2024-02-02,235.92219531020365,240.07855489737173,231.56793253341505,232.4585723876953,94727
2024-02-05,234.0419390631996,236.02115207853322,227.65898010878809,228.45066833496094,121369
2024-02-06,229.58872082856593,235.82324514696737,228.25274593883788,231.66690063476562,97475
2024-02-07,233.79454537683293,236.46648001824295,224.64068487001515,227.1641845703125,125045
2024-02-08,227.90638988772093,237.4066036410186,221.67186564637709,228.05482482910156,213487
2024-02-09,232.755467053988,234.48727858727693,218.65357314006417,224.34381103515625,159590
2024-02-12,225.7787302303351,232.16170461136628,206.13504910869736,210.09347534179688,244072
2024-02-13,211.77580457156344,225.58081311121222,206.9267384508918,218.80201721191406,142052
2024-02-14,217.6639472159808,223.10678298000948,215.23941430477103,220.6327667236328,56594
2024-02-15,222.46355673967693,225.63029469785286,217.81240894796247,222.1666717529297,56689
2024-02-16,224.04691697020817,227.2136700116424,219.69265418853252,224.69017028808594,78316
2024-02-19,226.22406687610393,229.48975646155756,220.18746078746946,221.42446899414062,61741
2024-02-20,221.52343688177208,223.15628168327788,214.051904253268,215.43734741210938,82428
2024-02-21,215.23943571612025,219.6926654205917,210.43983766122167,211.4789276123047,88642
2024-02-22,212.71592365989812,213.26021027925822,209.15334916082716,212.51800537109375,84008
2024-02-23,214.20033256316572,217.71343880020856,211.13256134928125,212.46852111816406,82532
2024-02-26,214.1508500802848,237.505570558629,213.8044968500053,233.25025939941406,523892
2024-02-27,237.2086838938394,246.80786428249675,230.42988817565134,233.15130615234375,471407
2024-02-28,233.99246744108632,234.04195078898823,219.0988857344748,221.32550048828125,210131
2024-02-29,221.62238250374344,223.35419395570423,215.88266152863386,220.2864227294922,118120
2024-03-01,222.11718957824192,224.93757431694033,215.73423028035356,217.91136169433594,105253
2024-03-04,222.61198053606478,227.56001306676282,213.7550053261547,214.64564514160156,91349
2024-03-05,214.64565965474418,216.92175779280174,211.18203664906468,214.59619140625,95498
2024-03-06,214.5961852837959,214.5961852837959,203.61154659624052,206.4813995361328,190741
2024-03-07,205.8381653195769,211.72632135555406,205.49179698208502,207.56997680664062,139537
2024-03-11,209.74710671356303,211.92423811868946,197.92131137872383,199.70260620117188,155944
2024-03-12,202.72091588495954,202.72091588495954,192.28056334642594,194.0123748779297,244309
2024-03-13,195.64520513922287,197.92130314543476,178.67345943458065,181.98863220214844,429545
2024-03-14,179.26721627030523,191.1919779369918,176.100478404928,185.5512237548828,372921
2024-03-15,187.7283674438484,187.7283674438484,178.1291865234573,181.04852294921875,217732
2024-03-18,183.0277244503896,214.74461671307438,181.7907162896,198.51507568359375,1468510
2024-03-19,197.92132144722044,198.4161247508385,191.29096019877824,192.47848510742188,367727
2024-03-20,196.83273964815862,202.32505910142956,190.35082873053932,194.6061248779297,256605
2024-03-21,197.52547632349922,203.36414901424263,192.4784768042345,194.6061248779297,198669
2024-03-22,195.15040555415942,200.89012647344003,193.9628807329766,195.9915771484375,175410
