Date,Open,High,Low,Close,Volume
2023-12-18,93.0,93.0,89.05000305175781,91.5,1191.0
2023-12-19,88.9000015258789,93.30000305175781,88.9000015258789,92.5,3013.0
2023-12-20,92.5,94.0,89.19999694824219,90.0,4362.0
2023-12-21,90.0,94.0,88.0,88.80000305175781,2224.0
2023-12-22,88.8499984741211,93.19999694824219,88.0,92.4000015258789,2885.0
2023-12-26,97.0,97.0,91.05000305175781,91.3499984741211,2702.0
2023-12-27,91.3499984741211,95.5999984741211,89.05000305175781,90.75,2164.0
2023-12-28,88.44999694824219,94.94999694824219,88.44999694824219,89.0,3586.0
2023-12-29,92.0,93.44999694824219,89.25,92.0999984741211,7081.0
2024-01-01,95.0,96.69999694824219,91.0,91.80000305175781,3357.0
2024-01-02,96.3499984741211,96.3499984741211,90.6500015258789,91.5999984741211,3538.0
2024-01-03,96.0999984741211,96.0999984741211,91.3499984741211,92.05000305175781,1339.0
2024-01-04,92.05000305175781,95.80000305175781,90.0,92.8499984741211,5531.0
2024-01-05,95.1500015258789,95.1500015258789,88.25,93.3499984741211,10469.0
2024-01-08,90.5999984741211,97.75,90.30000305175781,94.94999694824219,2791.0
2024-01-09,94.94999694824219,94.94999694824219,91.19999694824219,91.55000305175781,418.0
2024-01-10,87.0999984741211,96.0,87.0999984741211,91.8499984741211,5664.0
2024-01-11,91.8499984741211,93.9000015258789,90.0,90.5999984741211,673.0
2024-01-12,94.4000015258789,94.4000015258789,90.5999984741211,92.9000015258789,1997.0
2024-01-15,92.9000015258789,92.9000015258789,92.9000015258789,92.9000015258789,0.0
2024-01-16,93.44999694824219,93.44999694824219,90.0,92.94999694824219,86.0
2024-01-17,90.19999694824219,92.5,89.0,89.1500015258789,699.0
2024-01-18,89.0999984741211,92.44999694824219,89.0999984741211,90.8499984741211,164.0
2024-01-19,90.94999694824219,92.9000015258789,90.0,92.30000305175781,1781.0
2024-01-23,91.69999694824219,91.94999694824219,89.0,89.0999984741211,836.0
2024-01-24,90.0,91.8499984741211,86.0999984741211,87.0999984741211,908.0
2024-01-25,87.0999984741211,91.44999694824219,87.0999984741211,90.75,4656.0
2024-01-29,90.0,91.9000015258789,88.0,89.05000305175781,4965.0
2024-01-30,89.0,93.44999694824219,88.6500015258789,90.05000305175781,3339.0
2024-01-31,90.05000305175781,93.3499984741211,88.05000305175781,91.05000305175781,475.0
2024-02-01,92.0,92.5,90.05000305175781,92.5,1427.0
2024-02-02,92.0,93.30000305175781,90.55000305175781,91.6500015258789,2323.0
2024-02-05,88.0,94.44999694824219,88.0,90.5,1934.0
2024-02-06,90.5,93.80000305175781,90.5,91.25,3402.0
2024-02-07,92.5,92.6500015258789,90.0999984741211,90.19999694824219,3238.0
2024-02-08,90.25,90.25,88.3499984741211,89.1500015258789,1235.0
2024-02-09,89.19999694824219,91.4000015258789,88.94999694824219,89.55000305175781,1595.0
2024-02-12,87.05000305175781,92.0,87.05000305175781,89.94999694824219,210.0
2024-02-13,89.94999694824219,92.0,89.5,91.80000305175781,1900.0
2024-02-14,91.55000305175781,91.55000305175781,87.75,91.55000305175781,343.0
2024-02-15,91.55000305175781,91.55000305175781,87.1500015258789,90.75,2811.0
2024-02-16,87.44999694824219,94.0,87.44999694824219,89.5,2980.0
2024-02-19,90.0,91.80000305175781,87.75,89.80000305175781,1646.0
2024-02-20,91.5999984741211,91.5999984741211,89.0,90.0999984741211,717.0
2024-02-21,92.0,92.0,88.5,88.8499984741211,509.0
2024-02-22,88.8499984741211,92.5,88.75,91.1500015258789,1262.0
2024-02-23,94.0,94.0,88.80000305175781,89.19999694824219,2304.0
2024-02-26,92.9000015258789,92.9000015258789,88.80000305175781,90.55000305175781,133.0
2024-02-27,90.55000305175781,90.9000015258789,87.19999694824219,87.69999694824219,5680.0
2024-02-28,87.69999694824219,89.9000015258789,87.05000305175781,87.5,418.0
2024-02-29,91.75,91.75,87.0999984741211,88.55000305175781,2304.0
2024-03-01,91.69999694824219,91.69999694824219,87.3499984741211,89.94999694824219,791.0
2024-03-04,87.1500015258789,92.55000305175781,87.1500015258789,88.80000305175781,1431.0
2024-03-05,87.19999694824219,91.0,87.19999694824219,90.8499984741211,6618.0
2024-03-06,89.9000015258789,89.9000015258789,88.1500015258789,88.30000305175781,1248.0
2024-03-07,88.25,89.0,87.80000305175781,87.9000015258789,292.0
2024-03-11,91.55000305175781,91.55000305175781,84.44999694824219,84.75,868.0
2024-03-12,84.80000305175781,87.25,82.0999984741211,84.75,588.0
2024-03-13,82.1500015258789,84.0999984741211,80.55000305175781,80.55000305175781,6439.0
2024-03-14,80.19999694824219,80.19999694824219,77.0999984741211,80.0,2299.0
2024-03-15,80.0,80.19999694824219,78.0,78.05000305175781,1141.0
2024-03-18,81.80000305175781,81.80000305175781,79.5999984741211,81.75,273.0
2024-03-19,85.0,85.0,79.05000305175781,84.4000015258789,283.0
2024-03-20,87.19999694824219,87.19999694824219,84.4000015258789,84.94999694824219,63.0
2024-03-21,83.55000305175781,83.55000305175781,80.69999694824219,80.69999694824219,470.0
