symbol_nse,symbol_bse,company_name,isin,nse_series,bse_scrip_code,status
GEECEE,GEECEEBBPH,GeeCee Ventures Limited,INE916G01016,EQ,533983,delisted
GEEKAYWIRE,,Geekay Wires Limited,INE669X01032,EQ,,active
GEMAROMA,GEMAROMA,Gem Aromatics Limited,INE06XZ01023,EQ,544491,active
GENCON,GENCON,Generic Engineering Construction and Projects Limited,INE854S01022,EQ,539407,active
GENESYS,GENESYS,Genesys International Corporation Ltd.,INE727B01026,EQ,506109,active
GENUSPAPER,GENUSPAPER,GENUS PAPER & BOARDS LIMITED,INE949P01018,EQ,538961,active
GENUSPOWER,GENUSPOWER,Genus Power Infrastructures Ltd,INE955D01029,EQ,530343,active
GEOJITFSL,GEOJITFSL,Geojit Financial Services Limited,INE007B01023,EQ,532285,active
GESHIP,GESHIP,Great Eastern Shipping Co. Ltd.,INE017A01032,EQ,500620,active
GFLLIMITED,GFLLIMITED,GFL LIMITED,INE538A01037,EQ,500173,active
GHCL,GHCL,GHCL Ltd.,INE539A01019,EQ,500171,active
GHCLTEXTIL,GHCLTEXTIL,GHCL Textiles Limited,INE0PA801013,EQ,543918,active
GICHSGFIN,GICHSGFIN,GIC Housing Finance Ltd.,INE289B01019,EQ,511676,active
GICRE,GICRE,General Insurance Corporation of India,INE481Y01014,EQ,540755,active
GILLANDERS,GILLANDERS,Gillanders Arbuthnot & Co. Ltd.,INE047B01011,EQ,532716,active
GILLETTE,GILLETTE,Gillette India Ltd.,INE322A01010,EQ,507815,active
GINNIFILA,GINNIFILA,Ginni Filaments Ltd.,INE424C01010,EQ,590025,active
GIPCL,GIPCL,Gujarat Industries Power Co. Ltd,INE162A01010,EQ,517300,active
GKENERGY,GKENERGY,GK ENERGY LIMITED,INE1AG301022,EQ,544525,active
GKWLIMITED,,GKW Limited,INE528A01020,EQ,,active
GLAND,GLAND,Gland Pharma Limited,INE068V01023,EQ,543245,active
GLAXO,GLAXO,GlaxoSmithkline Pharmaceuticals Ltd.,INE159A01016,EQ,500660,active
GLENMARK,GLENMARK,Glenmark Pharmaceuticals ltd,INE935A01035,EQ,532296,active
GLOBALE,GLOBALE,Globale Tessile Limited,INE0URU01010,EQ,544234,active
GLOBALVECT,GLOBALVECT,Global Vectra Helicorp Ltd.,INE792H01019,EQ,532773,active
GLOBE,,GLOBE ENTERPRISES (INDIA) LIMITED,INE581X01021,EQ,,active
GLOBECIVIL,GLOBECIVIL,GLOBE CIVIL PROJECTS LIMITED,INE0V3U01015,EQ,544424,active
GLOBUSSPR,GLOBUSSPR,Globus Spirits Limited,INE615I01010,EQ,533104,active
GLOSTERLTD,GLOSTERLTD,Gloster Ltd,INE350Z01018,EQ,542351,active
GLOTTIS,GLOTTIS,Glottis Limited,INE0TQE01026,EQ,544557,active
GMBREW,GMBREW,G.M. Breweries Ltd.,INE075D01018,EQ,507488,active
GMDCLTD,GMDCLTD,Gujarat Mineral Development Corpora,INE131A01031,EQ,532181,active
GMMPFAUDLR,GMMPFAUDLR,GMM Pfaudler Ltd.,INE541A01023,EQ,505255,active
GMRAIRPORT,GMRAIRPORT,GMR Airports Limited,INE776C01039,EQ,532754,active
GMRP&UI,GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026,EQ,543490,active
GNA,GNA,G N A Axles Limited,INE934S01014,EQ,540124,active
GNFC,GNFC,Gujarat Narmada Valley Fert.Co.Ltd,INE113A01013,EQ,500670,active
GOACARBON,GOACARBON,Goa Carbon Ltd.,INE426D01013,EQ,509567,active
GOCLCORP,GOCLCORP,GOCL Corporation Limited,INE077F01035,EQ,506480,active
GOCOLORS,GOCOLORS,Go Fashion (India) Limited,INE0BJS01011,EQ,543401,active
GODAVARIB,GODAVARIB,Godavari Biorefineries Limited,INE497S01012,EQ,544279,active
GODFRYPHLP,GODFRYPHLP,Godfrey Phillips India Ltd.,INE260B01028,EQ,500163,active
GODIGIT,GODIGIT,Go Digit General Insurance Limited,INE03JT01014,EQ,544179,active
GODREJAGRO,GODREJAGRO,Godrej Agrovet Limited,INE850D01014,EQ,540743,active
GODREJCP,GODREJCP,Godrej Consumer Products Ltd.,INE102D01028,EQ,532424,active
GODREJIND,GODREJIND,Godrej Industries Ltd.,INE233A01035,EQ,500164,active
GODREJPROP,GODREJPROP,Godrej Properties Limited,INE484J01027,EQ,533150,active
GOKEX,GOKEX,Gokaldas Exports Ltd,INE887G01027,EQ,532630,active
GOKUL,GOKUL,Gokul Refoils and Solvent Limited,INE020J01029,EQ,532980,active
GOKULAGRO,GOKULAGRO,Gokul Agro Resources Ltd,INE314T01033,EQ,539725,active
GOLDIAM,GOLDIAM,Goldiam International Ltd.,INE025B01025,EQ,526729,active
GOLDTECH,GOLDTECH,AION-TECH SOLUTIONS LIMITED,INE805A01014,EQ,531439,active
GOODLUCK,GOODLUCK,Goodluck India Limited,INE127I01024,EQ,530655,active
GOPAL,GOPAL,Gopal Snacks Limited,INE0L9R01028,EQ,544140,active
GOYALALUM,GOYALALUM,GOYAL ALUMINIUMS LIMITED,INE705X01026,EQ,541152,active
GPIL,GPIL,GODAWARI POWER AND ISPAT LTD.,INE177H01039,EQ,532734,active
GPPL,GPPL,Gujarat Pipavav Port Limited,INE517F01014,EQ,533248,active
GPTHEALTH,GPTHEALTH,GPT Healthcare Limited,INE486R01017,EQ,544131,active
GPTINFRA,GPTINFRA,GPT Infraprojects limited,INE390G01014,EQ,533761,active
GRANULES,GRANULES,Granules India Ltd.,INE101D01020,EQ,532482,active
GRAPHITE,GRAPHITE,Graphite India Ltd.,INE371A01025,EQ,509488,active
GRASIM,GRASIM,Grasim Industries Ltd,INE047A01021,EQ,500300,active
GRAVITA,GRAVITA,GRAVITA INDIA LIMITED,INE024L01027,EQ,533282,active
GREAVESCOT,GREAVESCOT,Greaves Cotton Ltd.,INE224A01026,EQ,501455,active
GREENLAM,GREENLAM,Greenlam Industries Ltd,INE544R01021,EQ,538979,active
GREENPANEL,GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,EQ,542857,active
GREENPLY,GREENPLY,Greenply Industries Ltd,INE461C01038,EQ,526797,active
GREENPOWER,GREENPOWER,Orient Green Power Company Limited,INE999K01014,EQ,533263,active
GRINDWELL,GRINDWELL,Grindwell Norton Ltd.,INE536A01023,EQ,506076,active
GRINFRA,GRINFRA,G R Infraprojects Limited,INE201P01022,EQ,543317,active
GRMOVER,GRMOVER,GRM Overseas Ltd.,INE192H01020,EQ,531449,active
GROBTEA,,The Grob Tea Company Limited,INE646C01018,EQ,,active
GROWW,GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,EQ,544603,active
GRPLTD,GRPLTD,GRP Limited,INE137I01015,EQ,509152,active
GRSE,GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,EQ,542011,active
GRWRHITECH,GRWRHITECH,GARWARE HI-TECH FILMS LIMITED,INE291A01017,EQ,500655,active
GSFC,GSFC,Gujarat State Fertilizers & Chem.Ltd,INE026A01025,EQ,500690,active
GSPL,GSPL,Gujarat State Petronet Ltd.,INE246F01010,EQ,532702,active
GSS,GSS,GSS Infotech Ltd,INE871H01011,EQ,532951,active
GTECJAINX,,G-TEC JAINX EDUCATION LIMITED,INE586X01012,EQ,,active
GTL,GTL,GTL Ltd,INE043A01012,EQ,500160,active
GTLINFRA,GTLINFRA,GTL Infrastructure Limited,INE221H01019,EQ,532775,active
GTPL,GTPL,GTPL Hathway Limited,INE869I01013,EQ,540602,active
GUFICBIO,GUFICBIO,Gufic BioSciences Ltd.,INE742B01025,EQ,509079,active
GUJALKALI,GUJALKALI,Gujarat Alkalis & Chemicals Ltd.,INE186A01019,EQ,530001,active
GUJAPOLLO,GUJAPOLLO,Gujarat Apollo Industries Ltd.,INE826C01016,EQ,522217,active
GUJGASLTD,GUJGASLTD,Gujarat Gas Limited,INE844O01030,EQ,539336,active
GUJTHEM,GUJTHEM,Gujarat Themis Biosyn Ltd.,INE942C01045,EQ,506879,active
GULFOILLUB,GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,EQ,538567,active
GULFPETRO,GULFPETRO,GP Petroleums Limited,INE586G01017,EQ,532543,active
GULPOLY,GULPOLY,Gulshan Polyols Ltd.,INE255D01024,EQ,532457,active
GVPIL,GVPIL,GE Power India Limited,INE878A01011,EQ,532309,active
GVPTECH,,GVP Infotech Limited,INE382T01030,EQ,,active
GVT&D,GVTD,GE Vernova T&D India Limited,INE200A01026,EQ,522275,active
HAL,HAL,Hindustan Aeronautics Limited,INE066F01020,EQ,541154,active
HAPPSTMNDS,HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,EQ,543227,active
HAPPYFORGE,HAPPYFORGE,Happy Forgings Limited,INE330T01021,EQ,544057,active
HARDWYN,HARDWYN,HARDWYN INDIA LIMITED,INE626Z01029,EQ,541276,active
HARIOMPIPE,HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,EQ,543517,active
HARRMALAYA,HARRMALAYA,Harrisons Malayalam Ltd.,INE544A01019,EQ,500467,active
HARSHA,HARSHA,Harsha Engineers International Limited,INE0JUS01029,EQ,543600,active
HATHWAY,HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,EQ,533162,active
HATSUN,HATSUN,Hatsun Agro Products Ltd.,INE473B01035,EQ,531531,active
HAVELLS,HAVELLS,Havells India Limited,INE176B01034,EQ,517354,active
HAVISHA,HAVISHA,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,INE293B01029,EQ,531322,active
HBLENGINE,HBLENGINE,HBL ENGINEERING LIMITED,INE292B01021,EQ,517271,active
HCC,HCC,Hindustan Construction Co. Ltd.,INE549A01026,EQ,500185,active
HCG,HCG,HealthCare Global Enterprises Limited,INE075I01017,EQ,539787,active
HCL-INSYS,HCL-INSYS,HCL Infosystems Ltd,INE236A01020,EQ,500179,active
HCLTECH,HCLTECH,HCL Technologies Ltd,INE860A01027,EQ,532281,active
HDBFS,HDBFS,HDB FINANCIAL SERVICES LIMITED,INE756I01012,EQ,544429,active
HDFCAMC,HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,EQ,541729,active
HDFCBANK,HDFCBANK,HDFC Bank Ltd.,INE040A01034,EQ,500180,active
HDFCLIFE,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LIMITED,INE795G01014,EQ,540777,active
HEADSUP,HEADSUP,Heads UP Ventures Limited,INE759V01019,EQ,540210,active
HECPROJECT,,HEC Infra Projects Limited,INE558R01013,EQ,,active
HEG,HEG,HEG Ltd.,INE545A01024,EQ,509631,active
HEIDELBERG,HEIDELBERG,HeidelbergCement  India Limited,INE578A01017,EQ,500292,active
HEMIPROP,HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,EQ,543242,active
HERANBA,HERANBA,Heranba Industries Limited,INE694N01015,EQ,543266,active
HERCULES,HERCULES,Hercules Investments Limited,INE688E01024,EQ,505720,active
HERITGFOOD,HERITGFOOD,Heritage Foods Limited,INE978A01027,EQ,519552,active
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,EQ,500182,active
HESTERBIO,HESTERBIO,Hester Biosciences Ltd,INE782E01017,EQ,524669,active
HEUBACHIND,HEUBACHIND,Heubach Colorants India Limited,INE492A01029,EQ,506390,active
HEXATRADEX,HEXATRADEX,Hexa Tradex Limited,INE750M01017,EQ,534328,active
HEXT,HEXT,Hexaware Technologies Limited,INE093A01041,EQ,544362,active
HFCL,HFCL,HFCL LIMITED,INE548A01028,EQ,500183,active
HGINFRA,HGINFRA,H.G. Infra Engineering Limited,INE926X01010,EQ,541019,active
HGM,HGM,HANDSON GLOBAL MANAGEMENT (HGM) LIMITED,INE596H01014,EQ,532761,active
HGS,HGS,Hinduja Global Solutions Limited,INE170I01016,EQ,532859,active
HIKAL,HIKAL,Hikal Ltd.,INE475B01022,EQ,524735,active
HILINFRA,HILINFRA,Highway Infrastructure Limited,INE00RL01028,EQ,544477,active
HILTON,HILTON,HILTON METAL FORGING LIMITED,INE788H01017,EQ,532847,active
HIMATSEIDE,HIMATSEIDE,Himatsingka Seide Ltd.,INE049A01027,EQ,514043,active
HINDALCO,HINDALCO,Hindalco Industries Ltd.,INE038A01020,EQ,500440,active
HINDCOMPOS,HINDCOMPOS,Hindustan Composites Ltd,INE310C01029,EQ,509635,active
HINDCON,,Hindcon Chemicals Limited,INE642Y01029,EQ,,active
HINDCOPPER,HINDCOPPER,Hindustan Copper Ltd.,INE531E01026,EQ,513599,active
HINDOILEXP,HINDOILEXP,Hindustan Oil Exploration Co. Ltd.,INE345A01011,EQ,500186,active
HINDPETRO,HINDPETRO,Hindustan Petroleum Corporation Ltd,INE094A01015,EQ,500104,active
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd.,INE030A01027,EQ,500696,active
HINDWAREAP,HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,EQ,542905,active
HINDZINC,HINDZINC,Hindustan Zinc Ltd.,INE267A01025,EQ,500188,active
HIRECT,HIRECT,Hind Rectifiers Ltd.,INE835D01023,EQ,504036,active
HISARMETAL,HISARMETAL,Hisar Metal Industries Ltd.,INE598C01011,EQ,590018,active
HITECH,HITECH,HI-TECH PIPES LIMITED,INE106T01025,EQ,543411,active
HITECHCORP,HITECHCORP,Hitech Corporation Limited,INE120D01012,EQ,526217,active
HLEGLAS,HLEGLAS,HLE GLASCOAT LIMITED,INE461D01028,EQ,522215,active
HLVLTD,HLVLTD,HLV LIMITED,INE102A01024,EQ,500193,active
HMAAGRO,HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,EQ,543929,active
HMVL,HMVL,Hindustan Media Ventures Limited,INE871K01015,EQ,533217,active
HNDFDS,HNDFDS,Hindustan Foods Ltd.,INE254N01026,EQ,519126,active
HOMEFIRST,HOMEFIRST,Home First Finance Company India Limited,INE481N01025,EQ,543259,active
HONASA,HONASA,Honasa Consumer Limited,INE0J5401028,EQ,544014,active
HONAUT,HONAUT,Honeywell Automation India Ltd.,INE671A01010,EQ,517174,active
HONDAPOWER,HONDAPOWER,HONDA INDIA POWER PRODUCTS LIMITED,INE634A01018,EQ,522064,active
HPAL,HPAL,HP Adhesives Limited,INE0GSL01024,EQ,543433,active
HPIL,HPIL,HINDPRAKASH INDUSTRIES LIMITED,INE05X901010,EQ,543645,active
HPL,HPL,HPL Electric & Power Limited,INE495S01016,EQ,540136,active
HSCL,HSCL,Himadri Speciality Chemical Ltd.,INE019C01026,EQ,500184,active
HTMEDIA,HTMEDIA,HT Media Ltd,INE501G01024,EQ,532662,active
HUBTOWN,HUBTOWN,Hubtown Limited,INE703H01016,EQ,532799,active
HUDCO,HUDCO,Housing &Urban Development Corporation Ltd.,INE031A01017,EQ,540530,active
HUHTAMAKI,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,INE275B01026,EQ,509820,active
HYUNDAI,HYUNDAI,HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,EQ,544274,active
IBULLSLTD,IBULLSLTD,Indiabulls Limited,INE126M01010,EQ,533520,active
ICDSLTD,ICDSLTD,ICDS Ltd.,INE613B01010,EQ,511194,active
ICEMAKE,,Ice Make Refrigeration Limited,INE520Y01019,EQ,,active
ICICIAMC,ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,EQ,544658,active
ICICIBANK,ICICIBANK,ICICI Bank Ltd.,INE090A01021,EQ,532174,active
ICICIGI,ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,EQ,540716,active
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,EQ,540133,active
ICIL,ICIL,Indo Count Industries Ltd,INE483B01026,EQ,521016,active
ICRA,ICRA,ICRA Limited,INE725G01011,EQ,532835,active
IDBI,IDBI,IDBI Bank Ltd,INE008A01015,EQ,500116,active
IDEA,,VODAFONE IDEA LIMITED,INE669E01016,EQ,532822,active
IDEAFORGE,IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED,INE349Y01013,EQ,543932,active
IDFCFIRSTB,IDFCFIRSTB,IDFC FIRST BANK LIMITED,INE092T01019,EQ,539437,active
IEX,IEX,Indian Energy Exchange Limited,INE022Q01020,EQ,540750,active
IFBAGRO,IFBAGRO,IFB Agro Industries Ltd,INE076C01018,EQ,507438,active
IFBIND,IFBIND,IFB Industries Limited,INE559A01017,EQ,505726,active
IFCI,IFCI,IFCI Ltd.,INE039A01010,EQ,500106,active
IFGLEXPOR,IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,EQ,540774,active
IGARASHI,IGARASHI,Igarashi Motors India Ltd.,INE188B01013,EQ,517380,active
IGCL,IGCL,Indogulf Cropsciences Limited,INE05J901018,EQ,544432,active
IGIL,IGIL,International Gemmological Institute India Limited,INE0Q9301021,EQ,544311,active
IGL,IGL,Indraprashtha Gas Ltd.,INE203G01027,EQ,532514,active
IGPL,IGPL,IG Petrochemicals Ltd,INE204A01010,EQ,500199,active
IIFL,IIFL,IIFL FINANCE LIMITED,INE530B01024,EQ,532636,active
IIFLCAPS,IIFLCAPS,IIFL CAPITAL SERVICES LIMITED,INE489L01022,EQ,542773,active
IITL,IITL,Industrial Investment Trust Ltd.,INE886A01014,EQ,501295,active
IKIO,IKIO,IKIO Technologies Limited,INE0LOJ01019,EQ,543923,active
IKS,IKS,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,EQ,544309,active
IMAGICAA,IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED,INE172N01012,EQ,539056,active
IMFA,IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ,533047,active
IMPAL,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD,INE547E01014,EQ,590065,active
INCREDIBLE,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,EQ,538365,active
INDBANK,INDBANK,Indbank Merchant Banking Services L,INE841B01017,EQ,511473,active
INDGN,INDGN,Indegene Limited,INE065X01017,EQ,544172,active
INDHOTEL,INDHOTEL,Indian Hotels Co. Ltd,INE053A01029,EQ,500850,active
INDIACEM,INDIACEM,India Cements Ltd.,INE383A01012,EQ,530005,active
INDIAGLYCO,INDIAGLYCO,India Glycols Ltd,INE560A01023,EQ,500201,active
INDIAMART,INDIAMART,IndiaMART InterMESH Limited,INE933S01016,EQ,542726,active
INDIANB,INDIANB,Indian Bank,INE562A01011,EQ,532814,active
INDIANCARD,INDIANCARD,Indian Card Clothing Ltd,INE061A01014,EQ,509692,active
INDIANHUME,INDIANHUME,Indian Hume Pipe Co. Ltd.,INE323C01030,EQ,504741,active
INDIASHLTR,INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,EQ,544044,active
INDIGO,INDIGO,InterGlobe Aviation Limited,INE646L01027,EQ,539448,active
INDIGOPNTS,INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,EQ,543258,active
INDIQUBE,INDIQUBE,INDIQUBE SPACES LIMITED,INE06ST01018,EQ,544454,active
INDNIPPON,INDNIPPON,India Nippon Electricals Ltd,INE092B01025,EQ,532240,active
INDOAMIN,INDOAMIN,Indo Amines Ltd.,INE760F01028,EQ,524648,active
INDOBORAX,INDOBORAX,Indo Borax & Chemicals Ltd.,INE803D01021,EQ,524342,active
INDOCO,INDOCO,Indoco Remedies Ltd.,INE873D01024,EQ,532612,active
INDOFARM,INDOFARM,INDO FARM EQUIPMENT LIMITED,INE622H01018,EQ,544328,active
INDORAMA,INDORAMA,Indo Rama Synthetics (India) Ltd.,INE156A01020,EQ,500207,active
INDOSTAR,INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,EQ,541336,active
INDOTECH,INDOTECH,Indo Tech Transformers Limited,INE332H01014,EQ,532717,active
INDOUS,INDOUS,Indo US Bio-Tech Limited,INE250Z01010,EQ,541304,active
INDOWIND,INDOWIND,Indowind Energy Ltd.,INE227G01018,EQ,532894,active
INDRAMEDCO,INDRAMEDCO,Indraprastha Medical Corporation Lt,INE681B01017,EQ,532150,active
INDSWFTLAB,INDSWFTLAB,Ind-Swift Laboratories Ltd.,INE915B01019,EQ,532305,active
INDTERRAIN,INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,EQ,533329,active
INDUSINDBK,INDUSINDBK,IndusInd Bank Ltd.,INE095A01012,EQ,532187,active
INDUSTOWER,INDUSTOWER,INDUS TOWERS LIMITED,INE121J01017,EQ,534816,active
INFIBEAM,INFIBEAM,INFIBEAM AVENUES LIMITED,INE483S01020,EQ,539807,active
INFOBEAN,INFOBEAN,InfoBeans Technologies Limited,INE344S01016,EQ,543644,active
INFOMEDIA,INFOMEDIA,Infomedia Press Limited,INE669A01022,EQ,509069,active
INFY,INFY,Infosys Ltd,INE009A01021,EQ,500209,active
INGERRAND,INGERRAND,Ingersoll-Rand (India) Ltd.,INE177A01018,EQ,500210,active
INNOVACAP,INNOVACAP,INNOVA CAPTAB LIMITED,INE0DUT01020,EQ,544067,active
INNOVANA,INNOVANA,Innovana Thinklabs Limited,INE403Y01018,EQ,544302,active
INOXGREEN,INOXGREEN,INOX GREEN ENERGY SERVICES LIMITED,INE510W01014,EQ,543667,active
INOXINDIA,INOXINDIA,INOX India Limited,INE616N01034,EQ,544046,active
INOXWIND,INOXWIND,Inox Wind Limited,INE066P01011,EQ,539083,active
INSECTICID,INSECTICID,Insecticides India Ltd.,INE070I01018,EQ,532851,active
INSPIRISYS,INSPIRISYS,Inspirisys Solutions Limited,INE020G01017,EQ,532774,active
INTELLECT,INTELLECT,INTELLECT DESIGN ARENA LIMITED,INE306R01017,EQ,538835,active
INTERARCH,INTERARCH,Interarch Building Solutions Limited,INE00M901018,EQ,544232,active
INTLCONV,INTLCONV,International Conveyors Ltd.,INE575C01027,EQ,509709,active
INVENTURE,INVENTURE,INVENTURE GROWTH & SECURITIES LIMITED,INE878H01024,EQ,533506,active
IOB,IOB,Indian Overseas Bank,INE565A01014,EQ,532388,active
IOC,IOC,Indian Oil Corporation Ltd.,INE242A01010,EQ,530965,active
IOLCP,IOLCP,IOL Chemicals & Pharmaceuticals Ltd,INE485C01029,EQ,524164,active
IONEXCHANG,IONEXCHANG,Ion Exchange (India) Ltd,INE570A01022,EQ,500214,active
IPCALAB,IPCALAB,Ipca Laboratories Ltd.,INE571A01038,EQ,524494,active
IPL,IPL,India Pesticides Limited,INE0D6701023,EQ,543311,active
IRB,IRB,IRB Infrastructure Developers Limited,INE821I01022,EQ,532947,active
IRCON,IRCON,IRCON International Ltd,INE962Y01021,EQ,541956,active
IRCTC,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,INE335Y01020,EQ,542830,active
IREDA,IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,EQ,544026,active
IRFC,IRFC,Indian Railway Finance Corporation,INE053F01010,EQ,543257,active
IRIS,IRIS,IRIS RegTech Solutions Limited,INE864K01010,EQ,540735,active
IRISDOREME,,Iris Clothings Limited,INE01GN01025,EQ,,active
IRMENERGY,IRMENERGY,IRM ENERGY LIMITED,INE07U701015,EQ,544004,active
ISFT,ISFT,Intrasoft Technologies Limited,INE566K01011,EQ,533181,active
ISGEC,ISGEC,ISGEC Heavy Engineering Limited,INE858B01029,EQ,533033,active
ISHANCH,ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,EQ,531109,active
ITC,ITC,ITC Ltd,INE154A01025,EQ,500875,active
ITCHOTELS,ITCHOTELS,ITC Hotels Limited,INE379A01028,EQ,544325,active
ITDC,ITDC,India Tourism Development Corporati,INE353K01014,EQ,532189,active
ITI,ITI,ITI Limited (Indian Teleph.Ind.Ltd),INE248A01017,EQ,523610,active
IVALUE,IVALUE,IVALUE INFOSOLUTIONS LIMITED,INE056801025,EQ,544523,active
IVC,IVC,IL & FS Investment Managers Ltd.,INE050B01023,EQ,511208,active
IVP,IVP,IVP Ltd.,INE043C01018,EQ,507580,active
IXIGO,IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ,544192,active
IZMO,IZMO,IZMO Limited,INE848A01014,EQ,532341,active
J&KBANK,J&KBANK,Jammu and Kashmir Bank Ltd.,INE168A01041,EQ,532209,active
JAGRAN,JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ,532705,active
JAGSNPHARM,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,EQ,507789,active
JAIBALAJI,JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,EQ,532976,active
JAICORPLTD,JAICORPLTD,Jai Corp Limited,INE070D01027,EQ,512237,active
JAINREC,JAINREC,Jain Resource Recycling Limited,INE0YD401026,EQ,544537,active
JAIPURKURT,,Nandani Creation Limited,INE696V01013,EQ,,active
JAMNAAUTO,JAMNAAUTO,Jamna Auto Industries Ltd.,INE039C01032,EQ,520051,active
JARO,JARO,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,EQ,544534,active
JASH,JASH,JASH ENGINEERING LIMITED,INE039O01029,EQ,544402,active
JAYAGROGN,JAYAGROGN,Jayant Agro-Organics Limited.,INE785A01026,EQ,524330,active
JAYBARMARU,JAYBARMARU,Jay Bharat Maruti Ltd.,INE571B01036,EQ,520066,active
JAYKAY,JAYKAY,Jaykay Enterprises Limited,INE903A01025,EQ,500306,active
JAYNECOIND,JAYNECOIND,Jayaswal Neco Industries Ltd,INE854B01010,EQ,522285,active
JAYSREETEA,JAYSREETEA,Jay Shree Tea & Industries Ltd.,INE364A01020,EQ,509715,active
JBCHEPHARM,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Lt,INE572A01036,EQ,506943,active
JBMA,JBMA,JBM Auto Limited,INE927D01051,EQ,532605,active
JCHAC,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd.,INE782A01015,EQ,523398,active
JGCHEM,JGCHEM,J.G.Chemicals Limited,INE0MB501011,EQ,544138,active
JHS,JHS,JHS Svendgaard Laboratories Ltd.,INE544H01014,EQ,532771,active
JINDALPHOT,JINDALPHOT,Jindal Photo Limited,INE796G01012,EQ,532624,active
JINDALPOLY,JINDALPOLY,Jindal Poly Films Ltd.,INE197D01010,EQ,500227,active
JINDALSAW,JINDALSAW,Jindal Saw Ltd.,INE324A01032,EQ,500378,active
JINDALSTEL,JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,EQ,532286,active
JINDRILL,JINDRILL,Jindal Drilling & Industries Ltd.,INE742C01031,EQ,511034,active
JINDWORLD,JINDWORLD,Jindal Worldwide Ltd.,INE247D01039,EQ,531543,active
JIOFIN,JIOFIN,Jio Financial Services Limited,INE758E01017,EQ,543940,active
JISLDVREQS,JISLDVREQS,Jain Irrigation Systems Ltd.,IN9175A01010,EQ,570004,active
JISLJALEQS,JISLJALEQS,Jain Irrigation Systems Ltd.,INE175A01038,EQ,500219,active
JKCEMENT,JKCEMENT,J.K. CEMENT LTD,INE823G01014,EQ,532644,active
JKIL,JKIL,J. Kumar Infraprojects Limited,INE576I01022,EQ,532940,active
JKIPL,JKIPL,Jinkushal Industries Limited,INE1FF001016,EQ,544547,active
JKLAKSHMI,JKLAKBBPH,JK Lakshmi Cement Limited,INE786A01032,EQ,534044,delisted
JKPAPER,JKPAPER,JK Paper Ltd.,INE789E01012,EQ,532162,active
JKTYRE,JKTYRE,JK Tyre & Industries Ltd.,INE573A01042,EQ,530007,active
JLHL,JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,EQ,543980,active
JMA,,Jullundur Motor Agency (Delhi) Limited,INE412C01023,EQ,,active
JMFINANCIL,JMFINANCIL,JM Financial Limited,INE780C01023,EQ,523405,active
JNKINDIA,JNKINDIA,JNK India Limited,INE0OAF01028,EQ,544167,active
JOCIL,,Jocil Limited,INE839G01010,EQ,,active
JPOLYINVST,JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,INE147P01019,EQ,536773,active
