symbol_nse,symbol_bse,company_name,isin,nse_series,bse_scrip_code,status
,NEWINFRA,Newtime Infrastructure Limited,INE997D01021,,531959,active
,NEWLIGHT,NEW LIGHT INDUSTRIES LIMITED,INE835U01027,,540243,active
,NEWMKTADV,New Markets Advisory Ltd,INE800K01014,,508867,active
,NEWTRAC,NEWTRAC FOODS & BEVERAGES LIMITED,INE229N01010,,514060,active
,NEXCEN,Nexcen Softech Ltd.,INE180B01010,,531927,delisted
,NEXOME,NEXOME CAPITAL MARKETS LIMITED,INE641A01013,,508905,active
,NEXT30ADD,DSP Mutual Fund,INF740KA1VE5,,544352,active
,NEXT50,Mirae Asset Mutual Fund,INF769K01FN2,,542922,active
,NEXT50IETF,ICICI Prudential Mutual Fund,INF109KC1NS5,,541809,active
,NEXTGENT,Nextgen Animation Mediaa Ltd,INE875I01010,,532999,delisted
NEXTMEDIA,NEXTMEDIA,Next Mediaworks Ltd,INE747B01016,EQ,532416,active
,NEXUSSOF,Nexus Software Ltd.,INE901B01019,,517540,delisted
,NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LIMITED,INE370Q01015,,538874,active
,NEXXOFT,Nexxoft Infotel Ltd.,INE249H01010,,532045,delisted
,NEXXUS,Nexxus Petro Industries Limited,INE0QUL01011,,544265,active
,NEYCERI,Neycer India Ltd.,INE275N01013,,502255,suspended
,NFIL,Nishtha Finance And Investment (India) Limited,INE217Q01018,,539311,delisted
NFL,NFL,National Fertilizers Ltd.,INE870D01012,EQ,523630,active
NGIL,NGIL,NAKODA GROUP OF INDUSTRIES LIMITED,INE236Y01012,EQ,541418,active
,NGIL-RE,NAKODA GROUP OF INDUSTRIES LIMITED,INE236Y20012,,750707,suspended
,NGIL-RE1,NAKODA GROUP OF INDUSTRIES LIMITED,INE236Y20020,,750808,suspended
,NGIL-RE2,NAKODA GROUP OF INDUSTRIES LIMITED,INE236Y20038,,750870,suspended
,NGILPP,NAKODA GROUP OF INDUSTRIES LIMITED,IN9236Y01028,,890204,suspended
,NGIND,N.G.Industries Ltd.,INE825C01018,,530897,active
NGLFINE,NGLFINE,NGL Fine Chem Ltd.,INE887E01022,EQ,524774,active
NH,NH,Narayana Hrudayalaya Limited,INE410P01011,EQ,539551,active
,NHCFO-RE,NHC FOODS LIMITED,INE141C20010,,750926,suspended
,NHCFOODS,NHC FOODS LIMITED,INE141C01036,,517554,active
,NHL,Naturewings Holidays Limited,INE0N4701016,,544245,active
NHPC,NHPC,NHPC Limited,INE848E01016,EQ,533098,active
,NHRFBDM,Nahar Fibres Ltd.(amlg.with Nahar Exports Ltd.),INE309A01017,,514219,delisted
NIACL,NIACL,The New India Assurance Company Limited,INE470Y01017,EQ,540769,active
NIBE,NIBE,NIBE LIMITED,INE149O01018,EQ,535136,active
,NIBEORD,Nibe Ordnance and Maritime Limited,INE425H01016,,512091,active
NIBL,NIBL,NRB INDUSTRIAL BEARINGS LIMITED,INE047O01014,EQ,535458,active
,NIBOR-RE,Nibe Ordnance and Maritime Limited,INE425H20016,,750946,suspended
,NICCO,Nicco Corporation Ltd.,INE241C01026,,590028,suspended
,NICCOCORQ,Nicco Corporation Limited,INE241C01018,,531734,delisted
,NICCOPAR,Nicco Parks And Resorts Ltd.,INE653C01022,,526721,active
,NICCOUCO,Nicco-Uco Alliance Credit Ltd.,INE917B01023,,523209,suspended
,NICHOLASPS,Piramal Enterprises Limited,INE140A04036,,700094,delisted
,NICHOPS,Piramal Enterprises Limited,INE140A04028,,700095,delisted
,NIDHGRN,Nidhi Granites Limited,INE276H01013,,512103,active
,NIEHSPA,Nippon India Mutual Fund,INF204KB10G4,,542813,suspended
,NIEHSPB,Nippon India Mutual Fund,INF204KB11G2,,542814,suspended
,NIEHSPC,Nippon India Mutual Fund,INF204KB12G0,,542815,suspended
,NIEHSPD,Nippon India Mutual Fund,INF204KB13G8,,542839,suspended
,NIEHSPE,Nippon India Mutual Fund,INF204KB14G6,,542841,suspended
,NIEHSPF,Nippon India Mutual Fund,INF204KB15G3,,542816,suspended
,NIEHSPG,Nippon India Mutual Fund,INF204KB16F3,,542843,suspended
,NIEHSPH,Nippon India Mutual Fund,INF204KB16G1,,542844,suspended
,NIEHSPI,Nippon India Mutual Fund,INF204KB17F1,,542817,suspended
,NIEHSPJ,Nippon India Mutual Fund,INF204KB17G9,,542845,suspended
,NIEHSPK,Nippon India Mutual Fund,INF204KB18F9,,542818,suspended
,NIEHSPL,Nippon India Mutual Fund,INF204KB18G7,,542846,suspended
,NIEHSPM,Nippon India Mutual Fund,INF204KB19F7,,542819,suspended
,NIEHSPN,Nippon India Mutual Fund,INF204KB19G5,,542820,suspended
,NIESSPA,Nippon India Mutual Fund,INF204KB18E2,,542810,suspended
,NIESSPB,Nippon India Mutual Fund,INF204KB10E9,,542806,suspended
,NIESSPC,Nippon India Mutual Fund,INF204KB14E1,,542808,suspended
,NIESSPD,Nippon India Mutual Fund,INF204KB15E8,,542836,suspended
,NIESSPE,Nippon India Mutual Fund,INF204KB11E7,,542837,suspended
,NIESSPF,Nippon India Mutual Fund,INF204KB16E6,,542838,suspended
,NIESSPG,Nippon India Mutual Fund,INF204KB17E4,,542811,suspended
,NIESSPH,Nippon India Mutual Fund,INF204KB12E5,,542840,suspended
,NIESSPI,Nippon India Mutual Fund,INF204KB13E3,,542805,suspended
,NIESSPJ,Nippon India Mutual Fund,INF204KB12F2,,542804,suspended
,NIESSPK,Nippon India Mutual Fund,INF204KB13F0,,542842,suspended
,NIESSPL,Nippon India Mutual Fund,INF204KB19E0,,542847,suspended
,NIESSPM,Nippon India Mutual Fund,INF204KB14F8,,542848,suspended
,NIESSPN,Nippon India Mutual Fund,INF204KB15F5,,542849,suspended
,NIESSPO,Nippon India Mutual Fund,INF204KB10F6,,542807,suspended
,NIESSPP,Nippon India Mutual Fund,INF204KB11F4,,542809,suspended
,NIF100BEES,Nippon India Mutual Fund,INF204K014N5,,537483,active
,NIF100IETF,ICICI Prudential Mutual Fund,INF109KC16V9,,537008,active
,NIFITETF,UTI Mutual Fund,INF789F1AZD8,,544102,active
,NIFMID150,UTI Mutual Fund,INF789F1AYX9,,543975,active
,NIFTY1,Kotak Mahindra Mutual Fund,INF174K014P6,,537708,active
,NIFTYADD,DSP Mutual Fund,INF740KA1CL0,,543440,active
,NIFTYBEES,Reliance Mutual Fund-Permitted,INF204KB14I2,,590103,active
,NIFTYBETF,Bajaj Finserv Mutual Fund,INF0QA701722,,544092,active
,NIFTYCASE,Zerodha Mutual Fund,INF0R8F01166,,544586,active
,NIFTYEES,Edelweiss Mutual Fund,INF754K01EK3,,539142,delisted
,NIFTYETF,Mirae Asset Mutual Fund,INF769K01EG9,,542131,active
,NIFTYIETF,ICICI Prudential Mutual Fund,INF109K012R6,,537007,active
,NIFTYQLITY,Aditya Birla Sun Life Mutual Fund,INF209KB15K4,,543574,active
,NIHARINF,Nihar Info Global Ltd.,INE876E01033,,531083,active
NIITLTD,NIITLTD,NIIT Ltd.,INE161A01038,EQ,500304,active
NIITMTS,NIITMTS,NIIT Learning Systems Limited,INE342G01023,EQ,543952,active
,NIJJER,Nijjer Agro Food Ltd.,INE847B01014,,519168,suspended
,NIKHILAD,Nikhil Adhesives Ltd.,INE926C01022,,526159,active
,NIKKIGL,Nikki Global Finance Ltd.,INE526C01012,,531272,active
,NIKSTECH,Niks Technology Limited,INE0GX601011,,543282,active
,NILACHAL,Nilachal Refractories Ltd.,INE416N01013,,502294,active
NILAINFRA,NILAINFRA,Nila Infrastructures Ltd,INE937C01029,EQ,530377,active
,NILASPACES,Nila Spaces Ltd,INE00S901012,,542231,active
,NILE,Nile Ltd.,INE445D01013,,530129,active
NILKAMAL,NILKAMAL,Nilkamal Limited,INE310A01015,EQ,523385,active
,NIMBSPROJ,Nimbus Projects Limited,INE875B01015,,511714,active
,NIMBUSFOO,Nimbus Foods Industries Limited,INE301B01020,,531598,delisted
,NIMBUSI,Nimbus Industries ltd.,INE470M01020,,530971,delisted
NINSYS,NINSYS,NINtec Systems Limited,INE395U01014,EQ,539843,active
,NIOSAD,Nippon India Mutual Fund,INF204KB1I32,,541985,delisted
,NIOSADD,Nippon India Mutual Fund,INF204KB1I57,,541987,delisted
,NIOSADG,Nippon India Mutual Fund,INF204KB1I40,,541986,delisted
,NIOSAG,Nippon India Mutual Fund,INF204KB1I24,,541984,delisted
NIPPOBATRY,NIPPOBATRY,Indo National Limited,INE567A01028,EQ,504058,active
NIRAJ,NIRAJ,Niraj Cement Structurals Limited,INE368I01016,EQ,532986,active
,NIRAVCOM,Nirav Commercials Ltd.,INE242B01018,,512425,active
,NIRBHAYIND,Nirbhay Colours India Limited,INE218T01010,,526349,active
,NIRLON,Nirlon Limited,INE910A01012,,500307,active
,NIRMA,Nirma Ltd.,INE091A01029,,500308,delisted
,NIRMANC,Nirman Cements Ltd.,INE162E01012,,531954,delisted
,NIRMITEE,Nirmitee Robotics India Limited,INE0CPQ01010,,543194,active
,NIRSA,Niryat-Sam Apparels (India) Ltd.,INE645D01018,,531836,delisted
,NISMGMT,NIS MANAGEMENT LIMITED,INE0M3X01010,,544495,active
,NISUS,NISUS FINANCE SERVICES CO LIMITED,INE0DQN01013,,544296,active
NITCO,NITCO,Nitco Ltd.,INE858F01012,EQ,532722,active
,NITINCAST,Nitin Castings Limited,INE861H01020,,508875,active
,NITINFIRE,NITIN FIRE PROTECTION INDUSTRIES LIMITED,INE489H01020,,532854,suspended
NITINSPIN,NITINSPIN,Nitin Spinners Ltd.,INE229H01012,EQ,532698,active
,NITTAGELA,Nitta Gelatin India Ltd,INE265B01019,,506532,active
NIVABUPA,NIVABUPA,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,INE995S01015,EQ,544286,active
,NIVAKA,NIVAKA FASHIONS LIMITED,INE139E01028,,542206,active
,NIVBDDP,Nippon India Mutual Fund,INF204KB12Y3,,540778,delisted
,NIVBDGP,Nippon India Mutual Fund,INF204KB11Y5,,540779,delisted
,NIVBDP,Nippon India Mutual Fund,INF204KB10Y7,,540780,delisted
,NIVBGP,Nippon India Mutual Fund,INF204KB19X0,,540781,delisted
,NIVEF,"Nivena Estate And Finance, Ltd.,",INE678D01019,,511106,delisted
,NIVINFRA,Nivyah Infrastructure & Telecom Services Ltd,INE303D01014,,517534,delisted
,NIWASSP,Niwas Spinning Mills Ltd.,INE163E01010,,521009,suspended
,NIYOGIN,Niyogin Fintech Limited,INE480D01010,,538772,active
NKIND,NKIND,N.K.Industries Ltd.,INE542C01019,EQ,519494,active
NLCINDIA,NLCINDIA,NLC India Limited,INE589A01014,EQ,513683,active
,NLFL,Nalin Lease Finance Ltd.,INE606C01012,,531212,active
NMDC,NMDC,NMDC Ltd,INE584A01023,EQ,526371,active
,NMSRESRC,NMS RESOURCES GLOBAL LIMITED,INE169F01014,,522289,active
,NNTL,N2N Technologies Limited,INE043F01011,,512279,suspended
,NOBLEXP,Noble Explochem Ltd.,INE875D01011,,506991,delisted
,NOBPOL,NOBLE POLYMERS LIMITED,INE203Q01026,,539200,suspended
NOCIL,NOCIL,NOCIL Ltd,INE163A01018,EQ,500730,active
,NOELA,NOEL Agritech Ltd.,INE154C01013,,526789,delisted
,NOESISIND,Noesis Industries Limited,INE141B01020,,530435,delisted
,NOGMIND,Neogem India Limited,INE552E01014,,526195,suspended
NOIDATOLL,NOIDATOLL,Noida Toll Bridge Company Ltd,INE781B01015,EQ,532481,active
,NOIMC,Noida Medicare Centre Ltd.,INE740C01019,,523670,delisted
,NOL,National Oxygen Ltd.,INE296D01010,,507813,active
,NORBTEAEXP,Norben Tea & Exports Ltd,INE369C01017,,519528,active
,NORRIS,Norris Medicines Ltd.,INE744C01029,,524414,active
NORTHARC,NORTHARC,Northern Arc Capital Ltd.,INE850M01015,EQ,544260,active
,NORTHLINK,Northlink Fiscal And Capital Services Ltd.,INE736P01019,,539110,active
,NORTHPR,Northern Projects Ltd.,INE01CZ01010,,508924,delisted
,NOUVEAU,Nouveau Global Ventures Limited,INE317B01042,,531465,active
NOVAAGRI,NOVAAGRI,Nova Agritech Limited,INE02H701025,EQ,544100,active
,NOVAGOLD,Novagold Petro-Resources Ltd,INE517G01012,,531791,delisted
,NOVARTIND,Novartis India Limited.,INE234A01025,,500672,active
,NOVATEOR,Novateor Research Laboratories Limited,INE08JY01013,,542771,active
,NOVIS,Nova Iron & Steel Ltd.,INE608C01026,,513566,active
,NOVOPANIND,Novopan Industries Ltd.,INE460B01016,,500310,delisted
,NOVST,"Nova Steel (India) Ltd.,",INE587E01010,,513395,delisted
,NPFL,NEOPOLITAN PIZZA AND FOODS LIMITED,INE471R01019,,544269,active
,NPL,National Peroxide Limited,INE0PO601011,,544205,active
,NPRFIN,NPR Finance Ltd.,INE446D01011,,530127,active
NPST,NPST,Network People Services Technologies Limited,INE0FFK01017,EQ,544396,active
NRAIL,NRAIL,N.R.Agarwal Industries Ltd.,INE740D01017,EQ,516082,active
NRBBEARING,NRBBEARING,NRB Bearings Ltd.,INE349A01021,EQ,530367,active
,NRC,NRC Limited,INE953C01018,,503780,delisted
,NRINTER,N.R.International Limited,INE605F01017,,532623,suspended
,NSBBPO,NSB BPO Solutions Limited,INE0SLP01017,,544571,active
,NSDL,National Securities Depository Limited,INE301O01023,,544467,active
NSIL,NSIL,Nalwa Sons Investment Ltd,INE023A01030,EQ,532256,active
,NSL,Northern Spirits Limited,INE01BL01012,,542628,active
NSLNISP,NSLNISP,NMDC Steel Limited,INE0NNS01018,EQ,543768,active
,NTCIND,NTC INDUSTRIES LIMITED,INE920C01017,,526723,active
,NTL,Neueon Towers Limited,INE333I01036,,532887,suspended
NTPC,NTPC,NTPC Limited,INE733E01010,EQ,532555,active
NTPCGREEN,NTPCGREEN,NTPC GREEN ENERGY LIMITED,INE0ONG01011,EQ,544289,active
,NUBALIN,Nubal (India) Ltd,INE007F01016,,530725,delisted
,NUCHEM,Nuchem Ltd.,INE946A01016,,500311,delisted
NUCLEUS,NUCLEUS,Nucleus Software Exports Ltd,INE096B01018,EQ,531209,active
,NUKLEUS,NUKLEUS OFFICE SOLUTIONS LIMITED,INE0VYX01018,,544370,active
,NUMEM,Numech Emballage Ltd.,INE679D01017,,507884,delisted
,NUMUP,Numero Uno Projects Ltd.,INE411A01011,,531983,delisted
NURECA,NURECA,Nureca Limited,INE0DSF01015,EQ,543264,active
,NUTECGLOB,Nutech Global Ltd.,INE960H01012,,531304,active
,NUTECH,Nu-Tech Corporate Services Ltd.,INE041C01012,,526313,delisted
,NUTEK,Nu Tek India Limited,INE318J01027,,533015,suspended
,NUTRA,Nutraplus India Limited,INE230G01020,,524764,delisted
,NUTRICIRCLE,Nutricircle Limited,INE536C01029,,530219,active
NUVAMA,NUVAMA,Nuvama Wealth Management Limited,INE531F01015,EQ,543988,active
NUVOCO,NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,EQ,543334,active
,NUWAY,Nuway Organic Naturals (India) Ltd.,INE414L01012,,531819,suspended
,NV20IETF,ICICI Prudential Mutual Fund,INF109KC11V0,,539945,active
,NVENTURES,Nanavati Ventures Limited,INE0E5R01017,,543522,active
NYKAA,NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,EQ,543384,active
,NYSSACORP,Nyssa Corporation Limited,INE812K01027,,504378,active
OAL,OAL,ORIENTAL AROMATICS LIMITED,INE959C01023,EQ,500078,active
,OASIS,Oasis Tradelink Limited,INE189Q01019,,538547,suspended
,OASISEC,Oasis Securities Limited,INE876A01023,,512489,active
,OASISME,Oasis Media Matrix Ltd.,INE335D01024,,531782,delisted
,OASISTEX,Oasis Textiles Ltd,INE181W01014,,514114,delisted
OBCL,OBCL,Orissa Bengal Carrier Limited,INE426Z01016,EQ,541206,active
OBEROIRLTY,OBEROIRLTY,OBEROI REALTY LIMITED,INE093I01010,EQ,533273,active
,OBIL,Oceanaa Biotek Industries Limited,INE732P01018,,538019,delisted
OCCLLTD,OCCLLTD,OCCL Limited,INE0PK601023,EQ,544278,active
,OCEAGRO,Ocean Agro (India) Limited,INE049J01010,,519491,delisted
,OCEANIC,Oceanic Foods Limited,INE711V01010,,540405,active
,OCENINFR,Ocean Infrastructure Ltd,INE789C01016,,532086,delisted
,OCL,OCL India Ltd,INE290B01025,,502165,delisted
,OCTAL,Octal Credit Capital Ltd.,INE513C01010,,538894,active
,OCTAVE,Perfect-Octave Media Projects Ltd,INE814L01013,,521062,active
,OCTAVINV,Octav Investments Limited,INE120J01019,,533010,delisted
,OCTAVIUSPL,Octavius Plantations Limited,INE117S01016,,542938,active
,OCTAWARE,Octaware Technologies Limited,INE208U01019,,540416,active
,ODIGMA,Odigma Consultancy Solutions Limited,INE054301028,,544301,active
,ODISEDM,Odissi Securities Ltd.,INE203C01018,,526895,delisted
,ODVDC,Odyssey Video Communications Ltd.,INE342B01016,,517465,delisted
,ODYCORP,Odyssey Corporation Ltd.,INE839E01023,,531996,active
,ODYSSEY,Odyssey Technologies Ltd.,INE213B01019,,530175,active
OFSS,OFSS,Oracle Financial Services Software Limited,INE881D01027,EQ,532466,active
OIL,OIL,Oil India Limited,INE274J01014,EQ,533106,active
OILCOUNTUB,OILCOUNTUB,Oil Country Tubular Ltd.,INE591A01010,EQ,500313,active
,OILIETF,ICICI Prudential Mutual Fund,INF109KC18W3,,544216,active
,OISL,OCL Iron and Steel Limited,INE196J01019,,533008,delisted
,OIVL,ONESOURCE INDUSTRIES AND VENTURES LIMITED,INE125F01032,,530805,active
,OIVL-RE,ONESOURCE INDUSTRIES AND VENTURES LIMITED,INE125F20016,,750973,suspended
,OJAST,Ojas Technochem Products Ltd.,INE696B01015,,526427,delisted
,OKANCOTEA,Kanco Tea & Industries Ltd,INF398L01017,,590130,delisted
,OKPLA,OK Play India Ltd.,INE870B01024,,526415,active
OLAELEC,OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,EQ,544225,active
,OLATECH,Olatech Solutions Limited,INE0M3901015,,543578,active
OLECTRA,OLECTRA,OLECTRA GREENTECH LIMITED,INE260D01016,EQ,532439,active
,OLPCL,Olympic Cards Limited,INE550L01013,,534190,active
,OLYCAP,Olympia Capitals Ltd.,INE697B01013,,511674,delisted
,OLYMPTX,Olympia Industries Ltd.,INE482O01021,,521105,active
,OLYMTFI,Olympic Management & Financial Serv,INE091N01014,,511632,active
,OLYOI,Olympic Oil Industries Ltd.,INE286E01019,,507609,active
,OMANSH,Omansh Enterprises Limited,INE378P01036,,538537,suspended
OMAXAUTO,OMAXAUTO,Omax Autos Ltd.,INE090B01011,EQ,520021,active
OMAXE,OMAXE,OMAXE LIMITED,INE800H01010,EQ,532880,active
,OMEAG,Omega Ag-Seeds (Punjab) ltd.,INE112B01013,,519479,active
,OMEGAIN,Omega Interactive Technologies Ltd.,INE113B01029,,511644,active
,OMEGALAB,Omega Laboratories Ltd.,INE006E01011,,524406,delisted
OMFREIGHT,OMFREIGHT,Om Freight Forwarders Limited,INE1BZC01019,EQ,544564,active
OMINFRAL,OMINFRAL,OM INFRA LIMITED,INE239D01028,EQ,531092,active
,OMKAR,Omkar Overseas ltd.,INE680D01015,,531496,suspended
,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LIMITED,INE474L01016,,533317,active
,OMKARPH,Omkar Pharmachem Ltd.,INE501C01015,,532167,suspended
,OML,OM METALLOGIC LIMITED,INE0R8Q01018,,544559,active
,OMNDE,Omni Dye-Chem Exports Ltd.,INE529C01016,,524384,delisted
,OMNIAX,Omni Axs Software Ltd.,INE369B01019,,532340,active
,OMNIPOTENT,Omnipotent Industries Limited,INE0JFE01012,,543400,active
,OMNITECH,Omnitech InfoSolutions Limited,INE810H01019,,532882,delisted
,OMNITEX,Omnitex Industries (India) Ltd.,INE814D01010,,514324,active
,ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LIMITED,INE670O01013,,514330,active
,ONELIFECAP,Onelife Capital Advisors Ltd,INE912L01015,,533632,active
ONESOURCE,ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,EQ,544292,active
ONGC,ONGC,Oil And Natural Gas Corporation Ltd,INE213A01029,EQ,500312,active
,ONIDA,Onida Finance Ltd.,INE328B01015,,511555,delisted
,ONIDASAV,Onida Savak Ltd.,INE303C01016,,517210,delisted
,ONIXSOLAR,ONIX SOLAR ENERGY LIMITED,INE173M01012,,513119,active
,ONMOBBBPH,OnMobile Global Ltd.,,,533562,delisted
ONMOBILE,ONMOBILE,OnMobile Global Ltd.,INE809I01019,EQ,532944,active
,ONTIC,Ontic Finserve Limited,INE989S01042,,540386,active
,ONTRACK,Ontrack Systems Ltd.,INE426B01033,,532607,delisted
ONWARDTEC,ONWARDTEC,Onward Technologies Ltd.,INE229A01017,EQ,517536,active
,OONE,ObjectOne Information Systems Ltd,INE860E01011,,535657,active
,OPAL,Opal Industries Ltd,INE413E01019,,517376,delisted
,OPCHAINS,O. P. Chains Limited,INE118Q01018,,539116,active
,OPTEL,Optel telecommunications Ltd.,INE958B01019,,531093,delisted
OPTIEMUS,OPTIEMUS,Optiemus Infracom Limited,INE350C01017,EQ,530135,active
,OPTIFIN,Optimus Finance Limited,INE031G01022,,531254,active
,OPTOCIRCUI,Opto Circuits (India) Ltd.,INE808B01016,,532391,suspended
,OPTPP,Opto Circuits (India) Ltd.,IN9808B01014,,890068,delisted
,ORBIT,Orbit Multimedia Ltd.,INE471C01029,,532091,delisted
,ORBITCORP,ORBIT CORPORATION LIMITED,INE628H01015,,532837,delisted
ORBTEXP,ORBTEXP,Orbit Exports Ltd.,INE231G01010,EQ,512626,active
ORCHASP,ORCHASP,ORCHASP LIMITED,INE215B01022,EQ,532271,active
ORCHPHARMA,ORCHPHARMA,Orchid Pharma Limited,INE191A01027,EQ,524372,active
,ORGANICREC,ORGANIC RECYCLING SYSTEMS LIMITED,INE0MIO01019,,543997,active
,ORGCOAT,Organic Coatings Ltd.,INE412E01011,,531157,active
,ORGINFO,ORG Informatics Ltd.,INE686D01012,,517195,delisted
,ORIBEVER,Orient Beverages Ltd.,INE247F01018,,507690,active
,ORICONENT,Oricon Enterprises Ltd.,INE730A01022,,513121,active
,ORIENT-RE,Oriental Trimex Limited,INE998H20012,,750902,suspended
ORIENTALTL,ORIENTALTL,Oriental Trimex Limited,INE998H01012,EQ,532817,active
,ORIENTBANK,Oriental Bank Of Commerce,INE141A01014,,500315,delisted
ORIENTBELL,ORIENTBELL,Orient Bell Limited,INE607D01018,EQ,530365,active
ORIENTCEM,ORIENTCEM,ORIENT CEMENT LIMITED,INE876N01018,EQ,535754,active
ORIENTCER,ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,EQ,504879,active
ORIENTELEC,ORIENTELEC,Orient Electric Limited,INE142Z01019,EQ,541301,active
ORIENTHOT,ORIENTHOT,Oriental Hotels Ltd.,INE750A01020,EQ,500314,active
,ORIENTINFO,Orient Information Technology Ltd.,INE067B01019,,531167,delisted
ORIENTLTD,ORIENTLTD,Orient Press ltd.,INE609C01024,EQ,526325,active
,ORIENTPAPP,Orient Paper & Industries Ltd.,IN9592A01016,,890125,delisted
ORIENTPPR,ORIENTPPR,Orient Paper & Industries Ltd.,INE592A01026,EQ,502420,active
ORIENTTECH,ORIENTTECH,Orient Technologies Limited,INE0PPK01015,EQ,544235,active
,ORIENTTR,Orient Tradelink Ltd.,INE681D01039,,531512,active
,ORINEXP,Orind Exports LTD.,INE165E01015,,512616,delisted
,ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE LIMITED,INE457G01029,,531859,active
ORISSAMINE,ORISSAMINE,Orissa Minerals Development Company Limited,INE725E01024,EQ,590086,active
,ORISSASP,Orissa Sponge Iron And Steel Limited,INE228D01013,,504864,suspended
ORKLAINDIA,ORKLAINDIA,Orkla India Limited,INE16NZ01023,EQ,544595,active
,OROSMITHS,Orosil Smiths India Limited,INE628B01034,,531626,active
,ORTEL,Ortel Communications Limited,INE849L01019,,539015,suspended
,ORTIN,ORTIN LABORATORIES LTD,INE749B01012,,590074,delisted
,ORTINGLOBE,ORTIN GLOBAL LIMITED,INE749B01020,,539287,active
,OSCAR,Oscar Investments Ltd.,INE221D01018,,501179,delisted
,OSCARGLO,Oscar Global Ltd,INE473F01010,,530173,suspended
,OSEASPR,Oseaspre Consultants Ltd.,INE880P01015,,509782,active
,OSIAIND,Osian Industries ltd.,INE634M01013,,531617,delisted
,OSIAJEE,OSIAJEE TEXFAB LIMITED,INE186R01013,,540198,active
,OSSWM,Oswal Spinning & Weaving Mills Ltd.,INE716C01027,,500318,delisted
OSWALAGRO,OSWALAGRO,Oswal Agro Mills Ltd.,INE142A01012,EQ,500317,active
OSWALGREEN,OSWALGREEN,Oswal Greentech Limited,INE143A01010,EQ,539290,active
,OSWALOR,Oswal Overseas Ltd,INE906K01027,,531065,suspended
OSWALPUMPS,OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,EQ,544418,active
,OSWAYRN,Oswal Yarns Ltd.,INE670H01017,,514460,active
,OTCO,Otco International Ltd,INE910B01028,,523151,active
,OTISEDM,"Otis Elevator Co. (India) Ltd.,",INE099A01014,,504130,delisted
,OTOKLIN,Otoklin Plants & Equipments Ltd.,INE304C01014,,505783,delisted
,OUDHSUG,Oudh Sugar Mills Ltd.,INE594A01014,,507260,delisted
,OUDHSUGARPP,Oudh Sugar Mills Ltd.,IN9594A01012,,890126,delisted
,OVAL,OVAL PROJECTS ENGINEERING LIMITED,INE0RTI01017,,544498,active
,OVOBELE,Ovobel Foods Ltd.,INE812S01012,,530741,active
,OXEM BAP,Oxemberg Apparels Ltd.,INE583O01018,,503899,delisted
,OXFORDIN,Oxford Industries ltd.,INE114D01015,,514414,active
,OXIDE,Oxides & Specialities Ltd.,INE597D01011,,523389,delisted
,OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITED,INE102E01018,,524636,active
,PACE,PACE E-COMMERCE VENTURES LIMITED,INE0N1L01018,,543637,active
PACEDIGITK,PACEDIGITK,Pace Digitek Limited,INE0S3G01027,EQ,544550,active
,PACIFIC-RE,Pacific Industries ltd.,INE883C20017,,750754,suspended
,PACIFICI,Pacific Industries ltd.,INE883C01025,,523483,active
,PACT,Pact Industries Ltd.,INE494K01024,,538963,suspended
,PADALPO,Padmanabh Alloys & Polymers Ltd.,INE630U01014,,531779,active
,PADAMCO,Padam Cotton Yarns Ltd.,INE448D01025,,531395,active
,PADMAIND,Padmanabh Industries Limited,INE743D01011,,526905,active
,PADMALAYAT,Padmalaya Telefilms Ltd.,INE243B01016,,532350,active
,PADMINIT,Padmini Technologies Ltd.,INE114B01019,,500321,delisted
,PAEL,PAE LTd.,INE766A01018,,517230,suspended
PAGEIND,PAGEIND,Page Industries Ltd.,INE761H01022,EQ,532827,active
PAISALO,PAISALO,PAISALO DIGITAL LIMITED,INE420C01059,EQ,532900,active
,PAJSON,Pajson Agro India Limited,INE14LM01012,,544657,active
PAKKA,PAKKA,PAKKA LIMITED,INE551D01018,EQ,516030,active
PALASHSECU,PALASHSECU,Palash Securities Limited,INE471W01019,EQ,540648,active
,PALCO,Palco Metals Limited,INE239L01013,,539121,active
,PALCRED,Pal Credit & Capital Ltd.,INE983B01025,,511306,delisted
,PALMJEWELS,Palm Jewels Limited,INE838Z01012,,541444,active
PALREDTEC,PALREDTEC,Palred Technologies Limited,INE218G01033,EQ,532521,active
,PALSOFT,Palsoft Infosystems Ltd.,INE969B01016,,511597,delisted
,PAMDIDM,Pampasar Distillery Ltd.,INE263D01010,,523497,delisted
,PANABYTE,PANABYTE TECHNOLOGIES LIMITED,INE516E01019,,538742,active
PANACEABIO,PANACEABIO,Panacea Biotec Ltd.,INE922B01023,EQ,531349,active
,PANAENERG,Panasonic Energy India Co. Ltd.,INE795A01017,,504093,active
